,element_pair,count,mean,median,std,min,max,range,Q1,Q3,IQR
171,Sb-Te,6,2.0850125555727814,2.16140337030733,0.29947358280302583,1.6763317600369703,2.3824329746395554,0.7061012146025851,1.8511165492910893,2.3259630294717026,0.4748464801806134
172,Sc-Se,1,0.8509537469335193,0.8509537469335193,,0.8509537469335193,0.8509537469335193,0.0,0.8509537469335193,0.8509537469335193,0.0
173,Sc-Te,1,0.5559879681868525,0.5559879681868525,,0.5559879681868525,0.5559879681868525,0.0,0.5559879681868525,0.5559879681868525,0.0
174,Se-Si,1,2.4382604342451364,2.4382604342451364,,2.4382604342451364,2.4382604342451364,0.0,2.4382604342451364,2.4382604342451364,0.0
175,Se-Sn,2,1.770344203402816,1.770344203402816,0.20055791398658912,1.6285283424022705,1.9121600644033614,0.2836317220010909,1.6994362729025432,1.8412521339030887,0.14181586100054555
176,Se-Te,5,1.2502233579505553,0.9737017937003845,0.5290741359743267,0.7381401600978664,1.8437468794359342,1.1056067193380676,0.8951682024103098,1.8003597541082819,0.905191551697972
177,Se-Ti,2,1.4067904760659218,1.4067904760659218,0.10427820323132422,1.3330546514311035,1.48052630070074,0.14747164926963663,1.3699225637485126,1.443658388383331,0.07373582463481831
178,Se-Tl,1,1.3217043767413377,1.3217043767413377,,1.3217043767413377,1.3217043767413377,0.0,1.3217043767413377,1.3217043767413377,0.0
179,Se-V,2,0.37576499407132674,0.37576499407132674,0.27810539842366605,0.1791147809613659,0.5724152071812876,0.3933004262199217,0.2774398875163463,0.4740901006263072,0.1966502131099609
180,Se-W,3,2.0726671894789717,2.1039151217748224,0.25810604085687006,1.8003597541082819,2.3137266925538102,0.5133669384455284,1.9521374379415521,2.2088209071643163,0.2566834692227642
181,Se-Zr,5,1.8360149013633695,2.182697769346658,0.5699553198918961,0.8951682024103098,2.2055035897834347,1.310335387373125,1.69120135549301,2.2055035897834347,0.5143022342904247
182,Si-Te,1,0.7718439762387611,0.7718439762387611,,0.7718439762387611,0.7718439762387611,0.0,0.7718439762387611,0.7718439762387611,0.0
183,Sn-Te,1,1.0087943046814047,1.0087943046814047,,1.0087943046814047,1.0087943046814047,0.0,1.0087943046814047,1.0087943046814047,0.0
184,Te-Ti,1,0.411410799437653,0.411410799437653,,0.411410799437653,0.411410799437653,0.0,0.411410799437653,0.411410799437653,0.0
185,Te-V,2,2.274039314199828,2.274039314199828,2.4419370529580937,0.5473290648224665,4.000749563577189,3.453420498754723,1.410684189511147,3.1373944388885087,1.7267102493773616
186,Te-W,3,1.7473400844203717,1.8003597541082819,0.3472559443573727,1.3766233686731302,2.0650371304797037,0.6884137618065735,1.588491561390706,1.9326984422939928,0.34420688090328677
187,Te-Zr,4,0.8185275236670073,0.816523490448134,0.09510414023391507,0.734658550553565,0.9064045632181966,0.17174601266463163,0.7370737215028598,0.8979772926122815,0.16090357110942177
